OBJECTID,Proponent,Branch,Base,Facility,Airspace,Reason,State,FAA_ID,POC,Floor,Ceiling,County,Shape__Area,Shape__Length
94,DOD,USAF,Moody,Installation 4,CLASS D,NATIONAL SECURITY,GA,20170518-DOD-Moody-Installation 4,Airspace Mgr: 229-257-4131     Emergency: Command Post: 208-828-7000,Surface,400' AGL,LOWNDES & LANIER,0.00180428574185498,0.184767773385859
95,DOD,USAF,Altus AFB,Installation,CLASS D/G,NATIONAL SECURITY,OK,20170518-DOD-Altus AFB-Installation,"Mr. Doug Winters: (580) 481-6098,  D. Scott Wilson: (210) 652-5539     Emergency: Command Post, 71 FTW/CP: (580) 481-6313",Surface,400' AGL,JACKSON,0.00155778319026467,0.199594026248631
96,DOD,USAF,Goodfellow AFB,Installation,CLASS G,NATIONAL SECURITY,TX,20170518-DOD-Goodfellow AFB-Installation,"17 SFS/S3: (325) 654-3920 / & (325) 654-3596; Alternate:  17 SFS/S5 (325) 654-1853                                                                   Emergency: Goodfellow Command Post,  17 TRW/CP  (325) 654-3558    17trw.cp@us.af.mil   ",Surface,400' AGL,TOM GREEN,0.000387638571055504,0.0906730177272756
97,DOD,USAF,Joint Base San Antonio - Fort Sam Houston,Installation 1,CLASS C/G,NATIONAL SECURITY,TX,20170518-DOD-Joint Base San Antonio - Fort Sam Houston-Installation 1,"Mr. Chris Kelly, Chief Operations JBSA, 502 ABW/XP, (210) 808-7562            Alternate: Scott Beach, 502 ABW/XP, (210) 808-0698        Emergency: Joint Base-San Antonio Command Post, 502 ABW/CP,  (210) 221-9364 or 9365",Surface,400' AGL,BEXAR,1.53740984387696e-08,0.000495969723770463
98,DOD,USAF,Joint Base San Antonio - Fort Sam Houston,Installation 2,CLASS C/G,NATIONAL SECURITY,TX,20170518-DOD-Joint Base San Antonio - Fort Sam Houston-Installation 2,"Mr. Chris Kelly, Chief Operations JBSA, 502 ABW/XP, (210) 808-7562            Alternate: Scott Beach, 502 ABW/XP, (210) 808-0698        Emergency: Joint Base-San Antonio Command Post, 502 ABW/CP,  (210) 221-9364 or 9365",Surface,400' AGL,BEXAR,6.12491262472759e-05,0.0412121474979186
99,DOD,USAF,Joint Base San Antonio - Fort Sam Houston,Installation 3,CLASS C/G,NATIONAL SECURITY,TX,20170518-DOD-Joint Base San Antonio - Fort Sam Houston-Installation 3,"Mr. Chris Kelly, Chief Operations JBSA, 502 ABW/XP, (210) 808-7562            Alternate: Scott Beach, 502 ABW/XP, (210) 808-0698        Emergency: Joint Base-San Antonio Command Post, 502 ABW/CP,  (210) 221-9364 or 9365",Surface,400' AGL,BEXAR,0.000869353377083826,0.201063668489204
100,DOD,USAF,Joint Base San Antonio - Fort Sam Houston,Installation 4,CLASS C/G,NATIONAL SECURITY,TX,20170518-DOD-Joint Base San Antonio - Fort Sam Houston-Installation 4,"Mr. Chris Kelly, Chief Operations JBSA, 502 ABW/XP, (210) 808-7562            Alternate: Scott Beach, 502 ABW/XP, (210) 808-0698        Emergency: Joint Base-San Antonio Command Post, 502 ABW/CP,  (210) 221-9364 or 9365",Surface,400' AGL,BEXAR,6.53113215776102e-06,0.0102813426795156
101,DOD,USAF,Joint Base San Antonio - Fort Sam Houston,Installation 5,CLASS C/G,NATIONAL SECURITY,TX,20170518-DOD-Joint Base San Antonio - Fort Sam Houston-Installation 5,"Mr. Chris Kelly, Chief Operations JBSA, 502 ABW/XP, (210) 808-7562            Alternate: Scott Beach, 502 ABW/XP, (210) 808-0698        Emergency: Joint Base-San Antonio Command Post, 502 ABW/CP,  (210) 221-9364 or 9365",Surface,400' AGL,BEXAR,7.23234149972996e-05,0.0395413863274247
102,DOD,USAF,Joint Base San Antonio (JBSA) Randolph,Installation 1,CLASS D/G,NATIONAL SECURITY,TX,20170518-DOD-Joint Base San Antonio (JBSA) Randolph-Installation 1,"12 OSS/OSA, Airfield Operations Manager (210) 652-7952; Alternate; 12 OSS/OSAS, Airspace Manager (210) 652-5580; Emergency: Joint Base-San Antonio Command Post, 502 ABW/CP,  (210) 221-9364 or 9365",Surface,400' AGL,BEXAR,1.6423900888185e-05,0.0180125944990222
103,DOD,USAF,Joint Base San Antonio (JBSA) Randolph,Installation 2,CLASS D/G,NATIONAL SECURITY,TX,20170518-DOD-Joint Base San Antonio (JBSA) Randolph-Installation 2,"12 OSS/OSA, Airfield Operations Manager (210) 652-7952; Alternate; 12 OSS/OSAS, Airspace Manager (210) 652-5580; Emergency: Joint Base-San Antonio Command Post, 502 ABW/CP,  (210) 221-9364 or 9365",Surface,400' AGL,BEXAR,1.37099000312446e-05,0.0160032562263383
104,DOD,USAF,Joint Base San Antonio (JBSA) Randolph,Installation 3,CLASS D/G,NATIONAL SECURITY,TX,20170518-DOD-Joint Base San Antonio (JBSA) Randolph-Installation 3,"12 OSS/OSA, Airfield Operations Manager (210) 652-7952; Alternate; 12 OSS/OSAS, Airspace Manager (210) 652-5580; Emergency: Joint Base-San Antonio Command Post, 502 ABW/CP,  (210) 221-9364 or 9365",Surface,400' AGL,BEXAR,7.6709966378985e-08,0.00262433198500206
105,DOD,USAF,Joint Base San Antonio (JBSA) Randolph,Installation 4,CLASS D/G,NATIONAL SECURITY,TX,20170518-DOD-Joint Base San Antonio (JBSA) Randolph-Installation 4,"12 OSS/OSA, Airfield Operations Manager (210) 652-7952; Alternate; 12 OSS/OSAS, Airspace Manager (210) 652-5580; Emergency: Joint Base-San Antonio Command Post, 502 ABW/CP,  (210) 221-9364 or 9365",Surface,400' AGL,BEXAR,1.0497592484171e-07,0.00264475893022539
106,DOD,USAF,Joint Base San Antonio (JBSA) Randolph,Installation 5,CLASS D/G,NATIONAL SECURITY,TX,20170518-DOD-Joint Base San Antonio (JBSA) Randolph-Installation 5,"12 OSS/OSA, Airfield Operations Manager (210) 652-7952; Alternate; 12 OSS/OSAS, Airspace Manager (210) 652-5580; Emergency: Joint Base-San Antonio Command Post, 502 ABW/CP,  (210) 221-9364 or 9365",Surface,400' AGL,BEXAR,1.95288976101438e-08,0.000562025325956425
107,DOD,USAF,Joint Base San Antonio (JBSA) Randolph,Installation 6,CLASS D/G,NATIONAL SECURITY,TX,20170518-DOD-Joint Base San Antonio (JBSA) Randolph-Installation 6,"12 OSS/OSA, Airfield Operations Manager (210) 652-7952; Alternate; 12 OSS/OSAS, Airspace Manager (210) 652-5580; Emergency: Joint Base-San Antonio Command Post, 502 ABW/CP,  (210) 221-9364 or 9365",Surface,400' AGL,BEXAR,5.1349297791603e-06,0.0126686833001478
108,DOD,USAF,Joint Base San Antonio (JBSA) Randolph,Installation 7,CLASS D/G,NATIONAL SECURITY,TX,20170518-DOD-Joint Base San Antonio (JBSA) Randolph-Installation 7,"12 OSS/OSA, Airfield Operations Manager (210) 652-7952; Alternate; 12 OSS/OSAS, Airspace Manager (210) 652-5580; Emergency: Joint Base-San Antonio Command Post, 502 ABW/CP,  (210) 221-9364 or 9365",Surface,400' AGL,BEXAR,1.01502200777759e-06,0.00588365506747947
109,DOD,USAF,Joint Base San Antonio (JBSA) Randolph,Installation 8,CLASS D/G,NATIONAL SECURITY,TX,20170518-DOD-Joint Base San Antonio (JBSA) Randolph-Installation 8,"12 OSS/OSA, Airfield Operations Manager (210) 652-7952; Alternate; 12 OSS/OSAS, Airspace Manager (210) 652-5580; Emergency: Joint Base-San Antonio Command Post, 502 ABW/CP,  (210) 221-9364 or 9365",Surface,400' AGL,BEXAR,1.81050836545182e-08,0.00054851168135521
110,DOD,USAF,Joint Base San Antonio (JBSA) Randolph,Installation 9,CLASS D/G,NATIONAL SECURITY,TX,20170518-DOD-Joint Base San Antonio (JBSA) Randolph-Installation 9,"12 OSS/OSA, Airfield Operations Manager (210) 652-7952; Alternate; 12 OSS/OSAS, Airspace Manager (210) 652-5580; Emergency: Joint Base-San Antonio Command Post, 502 ABW/CP,  (210) 221-9364 or 9365",Surface,400' AGL,BEXAR,0.000974947454096764,0.153493610222342
111,DOD,USAF,Joint Base San Antonio (JBSA) Randolph,Installation 10,CLASS D/G,NATIONAL SECURITY,TX,20170518-DOD-Joint Base San Antonio (JBSA) Randolph-Installation 10,"12 OSS/OSA, Airfield Operations Manager (210) 652-7952; Alternate; 12 OSS/OSAS, Airspace Manager (210) 652-5580; Emergency: Joint Base-San Antonio Command Post, 502 ABW/CP,  (210) 221-9364 or 9365",Surface,400' AGL,BEXAR,1.4465656477114e-06,0.00746812504037647
112,DOD,USAF,Joint Base San Antonio (JBSA) Randolph,Installation 11,CLASS D/G,NATIONAL SECURITY,TX,20170518-DOD-Joint Base San Antonio (JBSA) Randolph-Installation 11,"12 OSS/OSA, Airfield Operations Manager (210) 652-7952; Alternate; 12 OSS/OSAS, Airspace Manager (210) 652-5580; Emergency: Joint Base-San Antonio Command Post, 502 ABW/CP,  (210) 221-9364 or 9365",Surface,400' AGL,BEXAR,5.31190380570479e-09,0.000444800417593568
113,DOD,USAF,Joint Base San Antonio (JBSA) Randolph,Installation 12,CLASS D/G,NATIONAL SECURITY,TX,20170518-DOD-Joint Base San Antonio (JBSA) Randolph-Installation 12,"12 OSS/OSA, Airfield Operations Manager (210) 652-7952; Alternate; 12 OSS/OSAS, Airspace Manager (210) 652-5580; Emergency: Joint Base-San Antonio Command Post, 502 ABW/CP,  (210) 221-9364 or 9365",Surface,400' AGL,BEXAR,1.95499865185411e-06,0.0062083518184997
114,DOD,USAF,Sheppard AFB,Installation 1,CLASS G,NATIONAL SECURITY,TX,20170518-DOD-Sheppard AFB-Installation 1,"Airfield Operations Flight Commander: (940) 676-5605,  D. Scott Wilson: (210) 652-5539     Emergency: Sheppard AFB Command Post, 82 TRW/CP: (940) 676-6266",Surface,400' AGL,WICHITA,4.29168781010958e-05,0.0272471576654649
115,DOD,USAF,Sheppard AFB,Installation 2,CLASS G,NATIONAL SECURITY,TX,20170518-DOD-Sheppard AFB-Installation 2,"Airfield Operations Flight Commander: (940) 676-5605,  D. Scott Wilson: (210) 652-5539     Emergency: Sheppard AFB Command Post, 82 TRW/CP: (940) 676-6266",Surface,400' AGL,WICHITA,0.00171490453021761,0.185615355059208
116,DOD,USAF,Cheyenne Mountain Air Force Station,Cheyenne Mountain Complex 6,CLASS G,NATIONAL SECURITY,CO,20170518-DOD-Cheyenne Mountain Air Force Station-Cheyenne Mountain Complex 6,"721 CES: 719-474-2074, 721 SFS: 719-474-3014     Emergency: 721 Base Defense Ops: 719-474-3311",Surface,400' AGL,EL PASO,0.000181886812470111,0.0789864837150374
117,DOD,USAF,Maxwell-Gunter Annex,Installation 1,CLASS D/G,NATIONAL SECURITY,AL,20170518-DOD-Maxwell-Gunter Annex-Installation 1,"42 OSS/OSA, Airfield Operations Flight Commander (334) 953-2134           Emergency: Maxwell AFB Command Post,      42 ABW/CP,      (334) 953-7474",Surface,400' AGL,MONTGOMERY,1.95472671293828e-05,0.0278602425409483
118,DOD,USAF,Maxwell-Gunter Annex,Installation 2,CLASS D/G,NATIONAL SECURITY,AL,20170518-DOD-Maxwell-Gunter Annex-Installation 2,"42 OSS/OSA, Airfield Operations Flight Commander (334) 953-2134           Emergency: Maxwell AFB Command Post,      42 ABW/CP,      (334) 953-7474",Surface,400' AGL,MONTGOMERY,9.794972970667e-05,0.0502857912290068
119,DOD,USAF,MacDill (KMCF),Installation 1,CLASS D,NATIONAL SECURITY,FL,20170518-DOD-MacDill (KMCF)-Installation 1,"(Primary) Airfield Ops Flight Commander; (813) 828-1759; (Emergency) Command Post ; (813) 828-4361",Surface,400' AGL,HILLSBOROUGH,0.00204774082089898,0.214932645564295
120,DOD,USAF,Little Rock (KLRF),Installation,CLASS D,NATIONAL SECURITY,AR,20170518-DOD-Little Rock (KLRF)-Installation,"(Primary) 19 OSS/OSA; (501) 987-6985; (Emergency) Command Post ; (501) 987-1900",Surface,400' AGL,PULASKI,0.00240259381735086,0.245119798552881
121,DOD,USAF,Scott (KBLV),Installation,CLASS D,NATIONAL SECURITY,IL,20170518-DOD-Scott (KBLV)-Installation,"(Primary) 375 OSS/OSA; (618) 256-4821/4822; (Emergency) Command Post; (618) 256-5891",Surface,400' AGL,ST. CLAIR,0.00114353144522283,0.227938011440071
122,DOD,USAF,Travis (KSUU),Installation 1,CLASS D,NATIONAL SECURITY,CA,20170518-DOD-Travis (KSUU)-Installation 1,"(Primary) 60 OSS/OSA; (707) 424-0144; (Emergency) Command Post ; (707) 424-5517",Surface,400' AGL,SOLANO,0.00202604876722035,0.274075228162326
123,DOD,USAF,North AF Aux. Afld Charleston (KXNO),Installation ,CLASS E,NATIONAL SECURITY,SC,20170518-DOD-North AF Aux. Afld Charleston (KXNO)-Installation ,Capt Ryan Nichols: (843) 963-7692     Emergency: Command Post:  (843) 963-8400,Surface,400' AGL,ORANGEBURG,0.000830228600307237,0.158480624924517
124,DOD,USAF,Homestead ARB,Installation,CLASS D,NATIONAL SECURITY,FL,20170518-DOD-Homestead ARB-Installation,Chris Ziarno: (786) 415-7510     Emergency: 482 Fighter Wing Command Post:  (786) 415-7023,Surface,400' AGL,MIAMI-DADE,0.000651333503924434,0.183021022863205
125,DOD,USAF,March ARB,Installation,CLASS C/D,NATIONAL SECURITY,CA,20170518-DOD-March ARB-Installation,Paul Burchill: (951) 447-4848     Emergency: 452 Air Mobility Wing Command Post: (951) 655-3571,Surface,400' AGL,RIVERSIDE,0.000765729246722913,0.176020942912264
126,DOD,USAF,Joint Base San Antonio - Camp Bullis,Installation,CLASS G,NATIONAL SECURITY,TX,20170518-DOD-Joint Base San Antonio - Camp Bullis-Installation,"Mr. Chris Kelly, Chief Operations JBSA, 502 ABW/XP, (210) 808-7562            Alternate: Scott Beach, 502 ABW/XP, (210) 808-0698        Emergency: Joint Base-San Antonio Command Post, 502 ABW/CP,  (210) 221-9364 or 9365",Surface,400' AGL,BEXAR & COMAL,0.010444620919543,0.524619011462714
127,DOD,USAF,Schriever AFB,Installation,CLASS E,NATIONAL SECURITY,CO,20170518-DOD-Schriever AFB-Installation,"Lt Col Erick Fonseca (Cmd): 719-554-5091,  Maj Jeff Koch (Cmd): 719-554-0233     Emergency: SAFB Command Post: 719-567-2180",Surface,400' AGL,EL PASO,0.00155707974454344,0.166436498519996
128,DOD,USAF,LA Air Station,Space Program Office,CLASS B,NATIONAL SECURITY,CA,20170518-DOD-LA Air Station-Space Program Office,Command Post: 310-653-3070     Emergency: Command Post: 310-653-3070,Surface,400' AGL,LOS ANGELES,1.57283520820783e-05,0.0174770796881901
129,DOD,USAF,Luke AFB Auxiliary Airfield 1,Installation,CLASS G,NATIONAL SECURITY,AZ,20170518-DOD-Luke AFB Auxiliary Airfield 1-Installation,"Airfield Ops Flight CDR:  (623) 856-7341/7342,   D. Scott Wilson: (210) 652-5539      Emergency: Command Post, 56 FW/CP: (623) 856-5800",Surface,400' AGL,MARICOPA,0.000208570292670629,0.0810546882985866
130,DOD,USAF,Williams Auxiliary Airfield 6 (KGAX),Installation,CLASS G,NATIONAL SECURITY,AZ,20170518-DOD-Williams Auxiliary Airfield 6 (KGAX)-Installation,"Primary:  Mr. William Gillies, 56 RMO/ASM, (623) 856 5855   william.gillies@us.af.mil                                                   Emergency: Gila Bend Emergency Command Center    (623) 856-5241",Surface,400' AGL,MARICOPA,0.000235546045814772,0.0572146971834867
131,DOD,USAF,Medina Annex,Installation,CLASS D/G,NATIONAL SECURITY,TX,20170518-DOD-Medina Annex-Installation,"Airfield Operations Flight Commander: (210) 925- 5721, D. Scott Wilson: (210) 652-5539     Emergency: Command Post, 502 ABW/CP: (210) 221-9364 or 9364",Surface,400' AGL,BEXAR,0.00145046776924573,0.154867580855192
132,DOD,USAF,Kelly Field,Installation 1,CLASS D/G,NATIONAL SECURITY,TX,20170518-DOD-Kelly Field-Installation 1,"Airfield Operations Flight Commander: (210) 925- 5721, D. Scott Wilson: (210) 652-5539     Emergency: Command Post, 502 ABW/CP: (210) 221-9364 or 9364",Surface,400' AGL,BEXAR,3.84306474643381e-05,0.0383003993835799
133,DOD,USAF,Kelly Field,Installation 2,CLASS D/G,NATIONAL SECURITY,TX,20170518-DOD-Kelly Field-Installation 2,"Airfield Operations Flight Commander: (210) 925- 5721, D. Scott Wilson: (210) 652-5539     Emergency: Command Post, 502 ABW/CP: (210) 221-9364 or 9364",Surface,400' AGL,BEXAR,0.00073161203545169,0.169980202306949
134,DOD,USAF,Cannon AFB,Installation 1,CLASS D,NATIONAL SECURITY,NM,20170518-DOD-Cannon AFB-Installation 1,John McDonald: 575-784-2521     Emergency: Command Post: 575-784-2253,Surface,400' AGL,CURRY,0.00132189584633124,0.158101249957628
135,DOD,USAF,Cannon AFB,Installation 2,CLASS D,NATIONAL SECURITY,NM,20170518-DOD-Cannon AFB-Installation 2,John McDonald: 575-784-2521     Emergency: Command Post: 575-784-2253,Surface,400' AGL,CURRY,9.71112820025155e-05,0.0459442500313507
136,DOD,USAF,Melrose AF Range,Installation 1,CLASS G when restricted airspace (R-5104A) is not active,NATIONAL SECURITY,NM,20170518-DOD-Melrose AF Range-Installation 1,John McDonald: 575-784-2521     Emergency: Command Post: 575-784-2253,Surface,400' AGL,CURRY & ROOSEVELT,9.61615933192661e-06,0.0126538859489899
137,DOD,USAF,Melrose AF Range,Installation 2,CLASS G when restricted airspace (R-5104A) is not active,NATIONAL SECURITY,NM,20170518-DOD-Melrose AF Range-Installation 2,John McDonald: 575-784-2521     Emergency: Command Post: 575-784-2253,Surface,400' AGL,CURRY & ROOSEVELT,2.45625760726398e-05,0.0208292669863422
138,DOD,USAF,Melrose AF Range,Installation 3,CLASS G when restricted airspace (R-5104A) is not active,NATIONAL SECURITY,NM,20170518-DOD-Melrose AF Range-Installation 3,John McDonald: 575-784-2521     Emergency: Command Post: 575-784-2253,Surface,400' AGL,CURRY & ROOSEVELT,0.0235501654162817,0.876778124351734
139,DOD,USAF,McConnell (KIAB),Installation 1,CLASS D,NATIONAL SECURITY,KS,20170518-DOD-McConnell (KIAB)-Installation 1,"(Primary) 22 OSS/OSA; (316) 759-3070; (Emergency) 22 OSS/OSAB; (316) 759-3786",Surface,400' AGL,SEDGWICK,3.97806986711657e-05,0.0333394108950809
140,DOD,USAF,McConnell (KIAB),Installation 2,CLASS D,NATIONAL SECURITY,KS,20170518-DOD-McConnell (KIAB)-Installation 2,"(Primary) 22 OSS/OSA; (316) 759-3070; (Emergency) 22 OSS/OSAB; (316) 759-3786",Surface,400' AGL,SEDGWICK,5.88994057579839e-05,0.0355423672236684
141,DOD,USAF,McConnell (KIAB),Installation 3,CLASS D,NATIONAL SECURITY,KS,20170518-DOD-McConnell (KIAB)-Installation 3,"(Primary) 22 OSS/OSA; (316) 759-3070; (Emergency) 22 OSS/OSAB; (316) 759-3786",Surface,400' AGL,SEDGWICK,0.000920918707151941,0.16712375132163
142,DOD,USAF,Davis Monthan,Installation 1,CLASS C,NATIONAL SECURITY,AZ,20170518-DOD-Davis Monthan-Installation 1,CP: 520-228-3900 or Airspace Mgr:  520-228-4680     Emergency: Command Post: 520-228-3900,Surface,400' AGL,PIMA,0.00159255990070051,0.181053791546207
143,DOD,USAF,Davis Monthan,Installation 2,CLASS C,NATIONAL SECURITY,AZ,20170518-DOD-Davis Monthan-Installation 2,CP: 520-228-3900 or Airspace Mgr:  520-228-4680     Emergency: Command Post: 520-228-3900,Surface,400' AGL,PIMA,0.00226123196648587,0.22739426841478
144,DOD,USAF,Dobbins ARB,Installation 1,CLASS D,NATIONAL SECURITY,GA,20170518-DOD-Dobbins ARB-Installation 1,Dina  Tomczak: (678) 655-5106     Emergency: 94 Airlift Wing Command Post: (678) 655-5106,Surface,400' AGL,COBB,0.00052479212763501,0.157561868741407
145,DOD,USAF,Dobbins ARB,Installation 2,CLASS D,NATIONAL SECURITY,GA,20170518-DOD-Dobbins ARB-Installation 2,Dina  Tomczak: (678) 655-5106     Emergency: 94 Airlift Wing Command Post: (678) 655-5106,Surface,400' AGL,COBB,4.44608497218724e-05,0.0330218888960101
146,DOD,USAF,Hurlburt Field,Installation 1,CLASS D,NATIONAL SECURITY,FL,20170518-DOD-Hurlburt Field-Installation 1,Byron Stubblefiel: 850-884-1606     Emergency: Command Post: 850-884-8100,Surface,400' AGL,OKALOOSA,8.41753833356051e-05,0.07322817666661
147,DOD,USAF,Hurlburt Field,Installation 2,CLASS D,NATIONAL SECURITY,FL,20170518-DOD-Hurlburt Field-Installation 2,Byron Stubblefiel: 850-884-1606     Emergency: Command Post: 850-884-8100,Surface,400' AGL,OKALOOSA,6.95743938194937e-05,0.0355308068500724
148,DOD,USAF,Hurlburt Field,Installation 3,CLASS D,NATIONAL SECURITY,FL,20170518-DOD-Hurlburt Field-Installation 3,Byron Stubblefiel: 850-884-1606     Emergency: Command Post: 850-884-8100,Surface,400' AGL,OKALOOSA,0.00216019805748147,0.218503327956196
149,DOD,USAF,Joint Base San Antonio-Lackland AFB,Installation 1,CLASS D/G,NATIONAL SECURITY,TX,20170518-DOD-Joint Base San Antonio - Lackland AFB-Installation 1,"Airfield Operations Flight Commander: (210) 925- 5721, D. Scott Wilson: (210) 652-5539     Emergency: Command Post, 502 ABW/CP: (210) 221-9364 or 9364",Surface,400' AGL,BEXAR,0.000412281192211594,0.0979345688088989
150,DOD,USAF,Joint Base San Antonio-Lackland AFB,Installation 2,CLASS D/G,NATIONAL SECURITY,TX,20170518-DOD-Joint Base San Antonio - Lackland AFB-Installation 2,"Airfield Operations Flight Commander: (210) 925- 5721, D. Scott Wilson: (210) 652-5539     Emergency: Command Post, 502 ABW/CP: (210) 221-9364 or 9364",Surface,400' AGL,BEXAR,0.000534664932274609,0.109360778693218
151,DOD,USAF,Kaena Point,HTS HULA AFSCN 1,CLASS E,NATIONAL SECURITY,HI,20170518-DOD-Kaena Point-HTS HULA AFSCN 1,Mr. Brian Bayless: 719-567-2956     Emergency: 22 SOPS Crew CC: 719-567-6919,Surface,400' AGL,HONOLULU,1.85585304279812e-06,0.00613053906005089
152,DOD,USAF,Kaena Point,HTS HULA AFSCN 2,CLASS E,NATIONAL SECURITY,HI,20170518-DOD-Kaena Point-HTS HULA AFSCN 2,Mr. Brian Bayless: 719-567-2956     Emergency: 22 SOPS Crew CC: 719-567-6919,Surface,400' AGL,HONOLULU,1.94902099792671e-06,0.00772698571025216
153,DOD,USAF,Langley,Installation 1,CLASS D,NATIONAL SECURITY,VA,20170518-DOD-Langley-Installation 1,"Command Post: 757-764-5411, Airspace Mgr: 757-764-2559     Emergency: Command Post: 757-764-5411,  Airspace Mgr: 757-764-2559",Surface,400' AGL,HAMPTON,1.43086037951434e-05,0.0166778546491637
154,DOD,USAF,Langley,Installation 2,CLASS D,NATIONAL SECURITY,VA,20170518-DOD-Langley-Installation 2,"Command Post: 757-764-5411, Airspace Mgr: 757-764-2559     Emergency: Command Post: 757-764-5411,  Airspace Mgr: 757-764-2559",Surface,"2,500' AGL",HAMPTON,0.00107945436070622,0.269723298283312
155,DOD,USAF,Pillar Point AFS,Instrumentation Complex,CLASS G,NATIONAL SECURITY,CA,20170518-DOD-Pillar Point AFS-Instrumentation Complex,Walter Schobel: 805-606-3602     Emergency: Command Post: 805-606-9961,Surface,400' AGL,SAN MATAO,1.81791956492816e-05,0.0251146889832266
156,DOD,USAF,Shaw,Installation 3,CLASS D,NATIONAL SECURITY,SC,20170518-DOD-Shaw-Installation 3,Comman Post: 803-895-5850     Emergency: Comman Post: 803-895-5850,Surface,400' AGL,SUMTER,4.69075030196109e-06,0.00877537640057283
157,DOD,USAF,Shaw,Installation 5,CLASS D,NATIONAL SECURITY,SC,20170518-DOD-Shaw-Installation 5,Comman Post: 803-895-5850     Emergency: Comman Post: 803-895-5850,Surface,400' AGL,SUMTER,0.00123279374042795,0.197313138298396
158,DOD,USAF,Tyndall,Installation 6,CLASS D,NATIONAL SECURITY,FL,20170518-DOD-Tyndall-Installation 6,"(Primary) Airfield Management; (850) 283-2155; (primary) Command Post; (850) 283-2155; (Emergency) Airfield Management; (850) 832-8196; (Emergency) Command Post; (850) 283-2155",Surface,400' AGL,BAY,0.00555453477636547,0.711612023905896
